-0.35563, 46.02303, 27334
2.36862, 49.20370, 27352
2.30560, 47.80980, 27361
5.90749, 43.99819, 27409
1.93605, 48.68411, 27428
2.28939, 46.77662, 27441
2.68615, 49.14760, 27453
-0.93289, 49.19747, 27454
-0.63710, 45.74740, 24079
-0.63710, 45.74740, 27364
-0.45861, 45.76994, 27336
-0.32334, 45.86050, 27344
-0.25790, 45.69390, 27410
0.05595, 45.64004, 27485
0.10153, 45.61024, 27478
0.04707, 45.58362, 27480
0.31874, 45.83339, 27484
